Player,Role,Team,Opponent_Team,Opponent_Player,Date,Week,Day,Patch,Stage,No_Game,all_Games,Format,Game_of_day,Side,Time,Ban,Ban_Opponent,Pick,Pick_Opponent,Champion,Champion_Opponent,Outcome,Kills_Team,Turrets_Team,Dragon_Team,Baron_Team,Level,Kills,Deaths,Assists,KDA,CS,CS_in_Teams_Jungle,CS_in_Enemy_Jungle,CSM,Golds,GPM,GOLD%,Vision_Score,Wards_placed,Wards_destroyed,Control_Wards_Purchased,Detector_Wards_Placed,VSPM,WPM,VWPM,WCPM,VS%,Total_damage_to_Champion,Physical_Damage,Magic_Damage,True_Damage,DPM,DMG%,K+A_Per_Minute,KP%,Solo_kills,Double_kills,Triple_kills,Quadra_kills,Penta_kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives_Stolen,Damage_dealt_to_turrets,Damage_dealt_to buildings,Total_heal,Total_Heals_On_Teammates,Damage_self_mitigated,Total_Damage_Shielded_On_Teammates,Time_ccing_others,Total_Time_CC_Dealt,Total_damage_taken,Total_Time_Spent_Dead,Consumables_purchased,Items_Purchased,Shutdown_bounty_collected,Shutdown_bounty_lost
Exakick,ADCARRY,SK,BDS,Ice,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,1,Blue,0:38:49,KSante,Renekton,Nautilus,Thresh,Zeri,Aphelios,Loss,20,10,3,1,18,10,2,6,8,420,33,0,10.8,19620,505,26.7,74,19,25,6,6,1.91,0.49,0.15,0.64,18.4,38808,24856,13071,881,1000,36.4,0.41,80,0,2,0,0,0,1334,10,950,1,0,6894,6894,5673,1100,15701,0,5,259,14785,53,9,27,150,1300
Doss,SUPPORT,SK,BDS,Labrov,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,1,Blue,0:38:49,Malphite,Gragas,Jayce,Olaf,Nautilus,Thresh,Loss,20,10,3,1,14,1,3,16,5.7,32,0,0,0.8,9901,255,13.5,161,102,13,22,21,4.15,2.63,0.57,0.33,40,5645,615,4206,824,145,5.3,0.44,85,0,0,0,0,0,160,-10,756,1,0,358,358,3083,0,29115,0,45,406,16680,104,25,46,150,0
Adam,TOP,BDS,SK,Irrelevant,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,1,Red,0:38:49,Smolder,Ashe,Karma,Zeri,Olaf,Jayce,Win,19,7,3,2,18,6,3,8,4.7,330,16,0,8.5,16979,437,21.9,50,20,7,10,9,1.29,0.52,0.26,0.18,14.8,23181,16816,0,6365,597,27.2,0.36,73.7,3,1,0,0,0,-64,-12,231,0,0,3462,3462,22991,0,61192,0,16,567,37424,135,13,38,300,400
Sheo,JUNGLE,BDS,SK,Isma,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,1,Red,0:38:49,Rell,Orianna,Aphelios,Xin_Zhao,Jax,Xin_Zhao,Win,19,7,3,2,18,2,3,9,3.7,268,200,0,6.9,15554,401,20.1,51,18,11,7,7,1.31,0.46,0.18,0.28,15.1,12567,7087,4176,1304,324,14.7,0.28,57.9,0,0,0,0,0,-294,-4,-743,-1,0,9651,9651,21220,0,42605,0,17,277,37703,77,8,30,0,0
nuc,MID,BDS,SK,Nisqy,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,1,Red,0:38:49,Kalista,Varus,Jax,Neeko,Karma,Neeko,Win,19,7,3,2,18,4,3,10,4.7,272,0,0,7,15107,389,19.5,33,7,11,5,4,0.85,0.18,0.13,0.28,9.8,22574,999,21248,327,582,26.5,0.36,73.7,1,0,0,0,0,200,8,6,0,0,2027,2027,2115,0,20919,5785,33,454,19987,133,7,26,300,300
Ice,ADCARRY,BDS,SK,Exakick,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,1,Red,0:38:49,Renekton,KSante,Thresh,Nautilus,Aphelios,Zeri,Win,19,7,3,2,18,7,5,4,2.2,410,24,0,10.6,19994,515,25.8,43,19,18,7,6,1.11,0.49,0.18,0.46,12.8,22747,20286,1823,638,586,26.7,0.28,57.9,0,1,1,0,0,-1334,-10,-950,-1,0,4097,4097,8890,0,26112,0,12,189,21073,166,8,25,1450,100
Labrov,SUPPORT,BDS,SK,Doss,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,1,Red,0:38:49,Gragas,Malphite,Olaf,Jayce,Thresh,Nautilus,Win,19,7,3,2,15,0,6,12,2,55,0,0,1.4,9842,254,12.7,160,78,29,22,20,4.12,2.01,0.57,0.75,47.5,4192,243,3157,792,108,4.9,0.31,63.2,0,0,0,0,0,-160,10,-756,-1,0,189,189,2246,518,20520,2691,23,73,19816,172,26,43,0,0
Odoamne,TOP,GX,FNC,Oscarinin,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,2,Blue,0:27:06,Ashe,Vi,Taliyah,Rell,Renekton,Ornn,Loss,6,2,0,0,14,0,6,0,0,215,8,0,7.9,8431,311,19.2,20,8,6,4,2,0.74,0.3,0.15,0.22,10.2,11204,9847,1357,0,413,22.2,0,0,0,0,0,0,0,-1358,-14,-1891,-1,0,654,654,6319,0,19430,0,22,102,29372,136,5,21,0,0
Peach,JUNGLE,GX,FNC,Razork,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,2,Blue,0:27:06,Volibear,Kalista,Varus,Ahri,Maokai,Viego,Loss,6,2,0,0,12,0,3,4,1.3,136,115,0,5,7750,286,17.6,32,6,9,6,4,1.18,0.22,0.22,0.33,16.2,6283,298,4914,1071,232,12.4,0.15,66.7,0,0,0,0,0,-842,-27,-1200,-1,0,2079,2079,13761,0,18848,0,32,405,23869,69,7,23,0,0
Jackies,MID,GX,FNC,Humanoid,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,2,Blue,0:27:06,Hwei,Orianna,Nautilus,Zeri,Taliyah,Ahri,Loss,6,2,0,0,14,1,3,4,1.7,249,10,0,9.2,10256,378,23.3,32,14,7,6,6,1.18,0.52,0.22,0.26,16.2,13220,1076,12055,89,488,26.2,0.18,83.3,0,0,0,0,0,-826,1,-904,0,0,2343,2343,346,0,6005,0,26,603,10354,71,9,23,0,50
Patrik,ADCARRY,GX,FNC,Noah,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,2,Blue,0:27:06,Twisted_Fate,KSante,Renekton,Viego,Varus,Zeri,Loss,6,2,0,0,13,5,3,1,2,266,4,0,9.8,11549,426,26.2,28,13,6,5,5,1.03,0.48,0.18,0.22,14.2,17053,13298,3497,258,629,33.8,0.22,100,0,1,0,0,0,325,-3,-668,-1,0,0,0,1982,0,4125,0,29,259,9076,80,6,18,0,300
IgNar,SUPPORT,GX,FNC,Jun,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,2,Blue,0:27:06,Lee_Sin,Rumble,Maokai,Ornn,Nautilus,Rell,Loss,6,2,0,0,10,0,2,5,2.5,31,0,0,1.1,6011,222,13.7,85,56,10,18,18,3.14,2.07,0.66,0.37,43.1,2767,481,1782,504,102,5.5,0.18,83.3,0,0,0,0,0,348,5,250,0,0,0,0,2562,355,12483,219,30,143,10137,22,20,33,0,0
Oscarinin,TOP,FNC,GX,Odoamne,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,2,Red,0:27:06,Vi,Ashe,Rell,Taliyah,Ornn,Renekton,Win,17,8,4,0,16,2,0,11,Perfect_KDA,263,0,0,9.7,11776,435,21.8,25,8,6,1,1,0.92,0.3,0.04,0.22,9.6,18281,5496,12043,742,675,29.7,0.48,76.5,0,1,0,0,0,1358,14,1891,1,0,8655,8655,3941,0,39557,457,31,451,23664,0,2,22,0,0
Razork,JUNGLE,FNC,GX,Peach,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,2,Red,0:27:06,Kalista,Volibear,Ahri,Varus,Viego,Maokai,Win,17,8,4,0,14,4,2,4,4,185,170,0,6.8,10119,373,18.7,40,7,8,8,5,1.48,0.26,0.3,0.3,15.3,7875,6100,1487,288,291,12.8,0.3,47.1,0,0,0,0,0,842,27,1200,1,1,4044,4044,16854,0,17153,0,12,216,26508,37,7,29,0,0
Humanoid,MID,FNC,GX,Jackies,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,2,Red,0:27:06,Orianna,Hwei,Zeri,Nautilus,Ahri,Taliyah,Win,17,8,4,0,15,3,1,10,13,254,0,0,9.4,11724,433,21.7,51,21,12,3,2,1.88,0.77,0.11,0.44,19.5,17661,1221,12149,4291,652,28.7,0.48,76.5,0,1,0,0,0,826,-1,904,0,0,5342,5342,3734,0,4687,0,13,65,10482,12,5,21,200,0
Noah,ADCARRY,FNC,GX,Patrik,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,2,Red,0:27:06,KSante,Twisted_Fate,Viego,Renekton,Zeri,Varus,Win,17,8,4,0,15,7,1,5,12,305,26,0,11.3,13312,491,24.6,56,11,22,5,4,2.07,0.41,0.18,0.81,21.5,14951,8889,5695,367,552,24.3,0.44,70.6,1,0,2,0,0,-325,3,668,1,0,6313,6313,1755,0,5780,0,4,135,6399,16,9,29,150,0
Jun,SUPPORT,FNC,GX,IgNar,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,2,Red,0:27:06,Rumble,Lee_Sin,Ornn,Maokai,Rell,Nautilus,Win,17,8,4,0,11,1,2,10,5.5,27,0,0,1,7100,262,13.1,89,47,8,12,12,3.28,1.73,0.44,0.3,34.1,2780,296,2000,484,103,4.5,0.41,64.7,0,0,0,0,0,-348,-5,-250,0,0,551,551,2354,384,16731,0,14,50,12403,18,14,30,0,0
Brokenblade,TOP,G2,TH,Wunder,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,3,Blue,0:29:52,Zeri,Smolder,Jarvan_IV,Varus,Renekton,Aatrox,Win,13,8,3,0,17,2,0,7,Perfect_KDA,295,12,0,9.9,12315,412,20.9,24,11,3,5,4,0.8,0.37,0.17,0.1,8.4,17356,14922,1600,834,581,29.7,0.3,69.2,0,1,0,0,0,295,16,33,0,0,5714,5714,13154,0,22369,0,15,53,26189,0,6,25,0,0
Yike,JUNGLE,G2,TH,Jankos,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,3,Blue,0:29:52,Vi,Kalista,Draven,Orianna,Jarvan_IV,Rell,Win,13,8,3,0,14,1,1,12,13,160,147,0,5.4,9953,333,16.9,30,8,4,6,6,1,0.27,0.2,0.13,10.5,7744,6459,836,449,259,13.2,0.44,100,0,0,0,0,0,-503,-8,-90,0,0,986,986,15741,0,33030,0,18,540,23503,16,7,20,0,0
Caps,MID,G2,TH,Zwyroo,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,3,Blue,0:29:52,Kaisa,Neeko,Ahri,Rell,Ahri,Orianna,Win,13,8,3,0,17,4,0,6,Perfect_KDA,307,8,0,10.3,13635,457,23.2,66,24,20,5,4,2.21,0.8,0.17,0.67,23.2,17440,1146,11956,4338,584,29.8,0.33,76.9,0,0,0,0,0,1121,30,1369,1,0,7228,7228,5703,0,5646,0,16,93,11350,0,7,19,50,0
Hans_Sama,ADCARRY,G2,TH,Flakked,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,3,Blue,0:29:52,KSante,Gragas,Renata_Glasc,Nautilus,Draven,Varus,Win,13,8,3,0,16,5,1,5,10,297,12,0,9.9,15765,528,26.8,52,16,16,2,2,1.75,0.54,0.07,0.54,18.2,11923,11289,0,634,399,20.4,0.33,76.9,0,1,0,0,0,1341,27,652,0,0,8445,8445,5820,0,5419,0,4,67,9721,8,4,22,0,0
Mikyx,SUPPORT,G2,TH,Trymbi,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,3,Blue,0:29:52,Braum,Jax,Renekton,Aatrox,Renata_Glasc,Nautilus,Win,13,8,3,0,10,1,3,6,2.3,22,0,0,0.7,7144,239,12.1,113,76,11,16,14,3.78,2.54,0.54,0.37,39.6,4044,605,2865,574,135,6.9,0.23,53.8,0,0,0,0,0,128,-8,33,0,0,0,0,829,0,10588,986,21,160,10603,72,18,32,0,0
Wunder,TOP,TH,G2,Brokenblade,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,3,Red,0:29:52,Smolder,Zeri,Varus,Jarvan_IV,Aatrox,Renekton,Loss,5,1,1,0,15,1,2,1,1,262,32,0,8.8,10085,338,22.1,22,11,6,3,3,0.74,0.37,0.1,0.2,9.6,14117,11897,2005,215,473,30.4,0.07,40,0,0,0,0,0,-295,-16,-33,0,0,0,0,5820,0,17295,0,14,227,21522,92,4,22,0,0
Jankos,JUNGLE,TH,G2,Yike,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,3,Red,0:29:52,Kalista,Vi,Orianna,Draven,Rell,Jarvan_IV,Loss,5,1,1,0,13,4,1,1,5,161,137,0,5.4,9262,310,20.3,45,11,19,11,9,1.51,0.37,0.37,0.64,19.7,5063,542,4107,414,170,10.9,0.17,100,0,1,0,0,0,503,8,90,0,0,2284,2284,10610,385,27568,0,22,291,21633,36,12,26,0,50
Zwyroo,MID,TH,G2,Caps,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,3,Red,0:29:52,Neeko,Kaisa,Rell,Ahri,Orianna,Ahri,Loss,5,1,1,0,14,0,5,3,0.6,241,0,0,8.1,9525,319,20.9,32,12,11,3,3,1.07,0.4,0.1,0.37,14,7996,455,7395,146,268,17.2,0.1,60,0,0,0,0,0,-1121,-30,-1369,-1,0,833,833,68,0,9081,289,11,370,13381,131,5,22,0,0
Flakked,ADCARRY,TH,G2,Hans_Sama,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,3,Red,0:29:52,Gragas,KSante,Nautilus,Renata_Glasc,Varus,Draven,Loss,5,1,1,0,14,0,3,3,1,263,0,0,8.8,10252,343,22.5,38,14,10,4,4,1.27,0.47,0.13,0.33,16.6,13998,9563,3615,820,469,30.1,0.1,60,0,0,0,0,0,-1341,-27,-652,0,0,0,0,1932,0,9595,0,17,305,9626,105,5,21,0,0
Trymbi,SUPPORT,TH,G2,Mikyx,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,3,Red,0:29:52,Jax,Braum,Aatrox,Renekton,Nautilus,Renata_Glasc,Loss,5,1,1,0,10,0,2,4,2,36,0,0,1.2,6423,215,14.1,92,48,19,7,6,3.08,1.61,0.23,0.64,40.2,5338,1267,3042,1029,179,11.5,0.13,80,0,0,0,0,0,-128,8,-33,0,0,0,0,1360,441,14140,0,36,167,9874,58,9,24,0,0
Myrwn,TOP,MDK,VIT,Photon,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,4,Blue,0:39:00,Maokai,Vi,Varus,Senna,Jayce,Wukong,Loss,14,5,3,1,18,3,7,3,0.9,325,7,0,8.3,15250,391,22.1,38,15,2,4,3,0.97,0.38,0.1,0.05,11.2,25085,20455,3906,724,643,32.2,0.15,42.9,0,0,0,0,0,761,26,386,0,0,5264,5264,1052,0,18913,0,9,145,19821,249,7,33,0,350
Elyoya,JUNGLE,MDK,VIT,Daglas,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,4,Blue,0:39:00,Kalista,Ivern,Rell,Nautilus,Jarvan_IV,Jax,Loss,14,5,3,1,16,3,3,6,3,190,166,0,4.9,12275,315,17.8,62,14,21,15,13,1.59,0.36,0.38,0.54,18.3,8123,6650,945,528,208,10.4,0.23,64.3,0,0,0,0,0,-405,-18,-76,0,0,553,553,13204,0,38765,0,20,628,29164,81,16,33,0,0
Fresskowy,MID,MDK,VIT,Vetheo,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,4,Blue,0:39:00,Smolder,Xin_Zhao,Orianna,Jax,Orianna,Ahri,Loss,14,5,3,1,18,1,4,5,1.5,376,16,0,9.6,15406,395,22.3,42,23,5,12,10,1.08,0.59,0.31,0.13,12.4,19385,636,18749,0,497,24.9,0.15,42.9,1,0,0,0,0,833,12,1350,2,0,3880,3880,1893,674,16400,1082,20,435,17527,114,15,35,0,300
Supa,ADCARRY,MDK,VIT,Carzzy,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,4,Blue,0:39:00,Twisted_Fate,Gragas,Jayce,Ahri,Varus,Senna,Loss,14,5,3,1,17,4,3,4,2.7,364,29,0,9.3,16237,416,23.5,40,11,9,2,2,1.03,0.28,0.05,0.23,11.8,19139,13198,5630,311,491,24.6,0.21,57.1,0,1,0,0,0,1200,87,811,1,0,2507,2507,6665,0,13337,0,17,381,18129,56,3,27,0,350
Alvaro,SUPPORT,MDK,VIT,Hylissang,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,4,Blue,0:39:00,Malphite,Akali,Jarvan_IV,Wukong,Rell,Nautilus,Loss,14,5,3,1,14,3,4,7,2.5,45,0,0,1.2,9908,254,14.3,156,91,25,25,22,4,2.33,0.64,0.64,46.2,6183,1124,4039,1020,159,7.9,0.26,71.4,0,0,0,0,0,166,-77,-691,0,0,0,0,2624,1170,29845,1468,37,78,19408,87,28,42,0,150
Photon,TOP,VIT,MDK,Myrwn,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,4,Red,0:39:00,Vi,Maokai,Senna,Varus,Wukong,Jayce,Win,21,9,2,1,18,7,4,10,4.3,327,35,0,8.4,18719,480,23.8,49,13,12,5,5,1.26,0.33,0.13,0.31,12.2,16462,14296,1877,289,422,21,0.44,81,0,0,0,1,0,-761,-26,-386,0,0,9360,9360,4394,0,25683,0,17,114,24060,137,7,28,400,0
Daglas,JUNGLE,VIT,MDK,Elyoya,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,4,Red,0:39:00,Ivern,Kalista,Nautilus,Rell,Jax,Jarvan_IV,Win,21,9,2,1,18,9,0,8,Perfect_KDA,285,231,0,7.3,17288,443,22,64,21,16,15,14,1.64,0.54,0.38,0.41,15.9,15663,10118,5018,527,402,20,0.44,81,0,2,0,0,0,405,18,76,0,0,4386,4386,20458,0,25856,0,18,474,33621,0,19,39,500,0
Vetheo,MID,VIT,MDK,Fresskowy,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,4,Red,0:39:00,Xin_Zhao,Smolder,Jax,Orianna,Ahri,Orianna,Win,21,9,2,1,18,2,2,13,7.5,398,4,0,10.2,16638,427,21.1,102,40,21,6,6,2.62,1.03,0.15,0.54,25.4,20492,1146,14203,5143,525,26.1,0.38,71.4,0,0,0,0,0,-833,-12,-1350,-2,0,2401,2401,7412,0,10940,0,17,102,21125,42,8,25,0,0
Carzzy,ADCARRY,VIT,MDK,Supa,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,4,Red,0:39:00,Gragas,Twisted_Fate,Ahri,Jayce,Senna,Varus,Win,21,9,2,1,17,2,3,17,6.3,121,10,0,3.1,14187,364,18,149,63,30,8,5,3.82,1.62,0.21,0.77,37.1,18863,17923,40,900,484,24.1,0.49,90.5,0,0,0,0,0,-1200,-87,-811,-1,0,5757,5757,10255,5665,6081,2445,26,414,11815,26,10,32,250,0
Hylissang,SUPPORT,VIT,MDK,Alvaro,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,4,Red,0:39:00,Akali,Malphite,Wukong,Jarvan_IV,Nautilus,Rell,Win,21,9,2,1,16,1,5,9,2,231,1,0,5.9,11916,306,15.1,38,10,7,11,9,0.97,0.26,0.28,0.18,9.5,6949,1515,5222,212,178,8.9,0.26,47.6,0,0,0,0,0,-166,77,691,0,0,685,685,1933,696,42693,0,41,1309,21809,122,12,32,0,0
Cabochard,TOP,KC,RGE,Finn,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,5,Blue,0:33:24,Draven,Smolder,Kalista,Ahri,Urgot,Malphite,Loss,9,1,3,0,16,5,4,1,1.5,265,14,0,7.9,13640,408,24.7,38,15,10,6,6,1.14,0.45,0.18,0.3,15,8953,7345,0,1608,268,18.1,0.18,66.7,0,0,0,0,0,-878,-14,-714,-1,0,1456,1456,5134,0,30087,0,26,452,27027,82,7,30,750,200
Bo,JUNGLE,KC,RGE,Markoon,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,5,Blue,0:33:24,Taliyah,Orianna,Rell,Senna,Xin_Zhao,Viego,Loss,9,1,3,0,14,1,4,6,1.8,177,159,0,5.3,9596,287,17.4,32,7,10,6,3,0.96,0.21,0.18,0.3,12.6,10492,8999,829,664,314,21.2,0.21,77.8,0,0,0,0,0,-744,-35,-964,-1,0,62,62,18214,0,30587,0,22,667,33259,93,7,28,0,0
Saken,MID,KC,RGE,Larssen,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,5,Blue,0:33:24,Aatrox,Hwei,Neeko,Nautilus,Neeko,Ahri,Loss,9,1,3,0,17,0,2,6,3,295,0,0,8.8,11690,350,21.1,32,10,7,8,6,0.96,0.3,0.24,0.21,12.6,14220,679,13491,50,426,28.7,0.18,66.7,0,0,0,0,0,-920,-8,-594,-1,0,735,735,1377,420,10032,0,26,295,14749,38,12,30,0,50
Upset,ADCARRY,KC,RGE,Comp,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,5,Blue,0:33:24,Udyr,Renata_Glasc,Xin_Zhao,Viego,Kalista,Senna,Loss,9,1,3,0,14,3,4,5,2,294,18,0,8.8,13118,393,23.7,36,16,6,5,4,1.08,0.48,0.15,0.18,14.2,11812,9598,2012,202,354,23.9,0.24,88.9,0,0,0,0,0,823,101,904,1,0,1692,1692,4502,0,8119,0,9,323,15159,97,6,25,50,50
Targamas,SUPPORT,KC,RGE,Zoelys,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,5,Blue,0:33:24,Vi,Lee_Sin,Urgot,Malphite,Rell,Nautilus,Loss,9,1,3,0,11,0,4,9,2.3,32,0,0,1,7264,217,13.1,116,66,10,19,17,3.47,1.98,0.57,0.3,45.7,3989,643,2184,1162,119,8.1,0.27,100,0,0,0,0,0,-744,-77,-1718,-2,0,77,77,605,0,13870,0,31,143,14427,94,24,35,0,0
Finn,TOP,RGE,KC,Cabochard,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,5,Red,0:33:24,Smolder,Draven,Ahri,Kalista,Malphite,Urgot,Win,18,11,2,1,16,1,1,12,13,245,0,0,7.3,12719,381,19.4,42,17,7,7,7,1.26,0.51,0.21,0.21,15.7,12911,1831,10978,102,387,18.9,0.39,72.2,0,0,0,0,0,878,14,714,1,0,5933,5933,2226,0,38324,0,33,664,13581,38,9,23,0,50
Markoon,JUNGLE,RGE,KC,Bo,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,5,Red,0:33:24,Orianna,Taliyah,Senna,Rell,Viego,Xin_Zhao,Win,18,11,2,1,17,7,1,7,14,271,215,0,8.1,14830,444,22.6,54,10,16,13,9,1.26,0.3,0.39,0.48,20.2,10326,8665,1252,409,309,15.1,0.42,77.8,0,1,0,0,0,744,35,964,1,0,3776,3776,17921,647,19962,0,7,190,25009,42,10,30,50,450
Larssen,MID,RGE,KC,Saken,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,5,Red,0:33:24,Hwei,Aatrox,Nautilus,Neeko,Ahri,Neeko,Win,18,11,2,1,18,7,0,7,Perfect_KDA,316,0,0,9.5,15803,473,24.1,30,14,7,2,2,0.9,0.42,0.06,0.21,11.2,21112,1142,14224,5746,632,30.9,0.42,77.8,0,2,1,0,0,920,8,594,1,0,6663,6663,6540,0,9622,0,17,99,14093,0,5,20,200,0
Comp,ADCARRY,RGE,KC,Upset,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,5,Red,0:33:24,Renata_Glasc,Udyr,Viego,Xin_Zhao,Senna,Kalista,Win,18,11,2,1,13,3,1,15,18,66,12,0,2,11892,356,18.2,106,38,21,8,7,3.17,1.14,0.24,0.63,39.7,15886,15672,160,54,476,23.3,0.54,100,0,0,0,0,0,-823,-101,-904,-1,0,7318,7318,5816,2482,4694,1862,18,209,7536,41,11,27,50,300
Zoelys,SUPPORT,RGE,KC,Targamas,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,5,Red,0:33:24,Lee_Sin,Vi,Malphite,Urgot,Nautilus,Rell,Win,18,11,2,1,14,0,6,13,2.2,167,0,0,5,10269,307,15.7,35,22,2,12,12,1.05,0.66,0.36,0.06,13.1,8091,999,7008,84,242,11.8,0.39,72.2,0,0,0,0,0,744,77,1718,2,0,2183,2183,897,0,30949,0,50,1293,16390,131,13,28,0,0
Odoamne,TOP,GX,BDS,Adam,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,1,Blue,0:32:42,Ashe,Smolder,Orianna,Zeri,Rumble,Sion,Loss,4,3,0,0,16,2,3,2,1.3,287,0,0,8.8,13420,410,23.7,36,15,4,4,4,1.1,0.46,0.12,0.12,13.7,19000,511,17927,562,581,34.8,0.12,100,0,0,0,0,0,487,17,31,0,0,2041,2041,2227,1146,18752,0,19,340,14465,133,6,18,0,100
Peach,JUNGLE,GX,BDS,Sheo,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,1,Blue,0:32:42,Vi,Kalista,Rumble,Neeko,Lee_Sin,Xin_Zhao,Loss,4,3,0,0,14,0,2,3,1.5,165,144,0,5,9801,300,17.3,59,18,17,10,9,1.8,0.55,0.31,0.52,22.4,7300,6683,549,68,223,13.4,0.09,75,0,0,0,0,0,-1140,-20,-1218,-1,0,1771,1771,17008,0,27000,565,9,426,27347,40,11,27,0,0
Jackies,MID,GX,BDS,nuc,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,1,Blue,0:32:42,Olaf,Maokai,Nautilus,Rell,Orianna,Neeko,Loss,4,3,0,0,16,2,6,0,0.3,276,11,0,8.4,12943,396,22.8,23,16,3,5,5,0.7,0.49,0.15,0.09,8.7,9146,185,8961,0,280,16.8,0.06,50,0,0,0,0,0,-1025,-18,-1033,0,0,1733,1733,461,224,15794,214,26,492,17127,227,7,26,1200,50
Patrik,ADCARRY,GX,BDS,Ice,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,1,Blue,0:32:42,Ornn,Varus,Xayah,Xin_Zhao,Xayah,Zeri,Loss,4,3,0,0,15,0,3,1,0.3,334,34,0,10.2,13240,405,23.3,33,11,11,3,3,1.01,0.34,0.09,0.34,12.5,16372,16102,0,270,501,30,0.03,25,0,0,0,0,0,-1154,-1,-832,-1,0,1354,1354,2614,0,7252,0,15,115,12078,120,4,16,0,200
IgNar,SUPPORT,GX,BDS,Labrov,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,1,Blue,0:32:42,Jax,Senna,Lee_Sin,Sion,Nautilus,Rell,Loss,4,3,0,0,12,0,6,3,0.5,38,0,0,1.2,7324,224,12.9,112,64,13,19,16,3.43,1.96,0.58,0.4,42.6,2737,675,1670,392,84,5,0.09,75,0,0,0,0,0,-386,11,-600,0,0,0,0,311,344,24097,437,34,176,14980,141,21,37,0,0
Adam,TOP,BDS,GX,Odoamne,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,1,Red,0:32:42,Smolder,Ashe,Zeri,Orianna,Sion,Rumble,Win,20,10,4,1,16,1,2,17,9,194,0,0,5.9,11484,351,17.8,32,12,4,7,7,0.98,0.37,0.21,0.12,10.5,10264,7448,2724,92,314,17.7,0.55,90,0,0,0,0,0,-487,-17,-31,0,0,7398,7398,3351,0,62479,0,42,1172,20801,52,10,27,50,0
Sheo,JUNGLE,BDS,GX,Peach,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,1,Red,0:32:42,Kalista,Vi,Neeko,Rumble,Xin_Zhao,Lee_Sin,Win,20,10,4,1,16,3,0,13,Perfect_KDA,230,192,0,7,12688,388,19.6,65,7,17,5,5,1.99,0.21,0.15,0.52,21.3,11023,9842,925,256,337,19,0.49,80,0,0,0,0,0,1140,20,1218,1,0,1510,1510,31130,0,41998,0,15,618,39239,0,5,19,50,0
