Player,Role,Team,Opponent_Team,Opponent_Player,Date,Week,Day,Patch,Stage,No_Game,all_Games,Format,Game_of_day,Side,Time,Ban,Ban_Opponent,Pick,Pick_Opponent,Champion,Champion_Opponent,Outcome,Kills_Team,Turrets_Team,Dragon_Team,Baron_Team,Level,Kills,Deaths,Assists,KDA,CS,CS_in_Teams_Jungle,CS_in_Enemy_Jungle,CSM,Golds,GPM,GOLD%,Vision_Score,Wards_placed,Wards_destroyed,Control_Wards_Purchased,Detector_Wards_Placed,VSPM,WPM,VWPM,WCPM,VS%,Total_damage_to_Champion,Physical_Damage,Magic_Damage,True_Damage,DPM,DMG%,K+A_Per_Minute,KP%,Solo_kills,Double_kills,Triple_kills,Quadra_kills,Penta_kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives_Stolen,Damage_dealt_to_turrets,Damage_dealt_to buildings,Total_heal,Total_Heals_On_Teammates,Damage_self_mitigated,Total_Damage_Shielded_On_Teammates,Time_ccing_others,Total_Time_CC_Dealt,Total_damage_taken,Total_Time_Spent_Dead,Consumables_purchased,Items_Purchased,Shutdown_bounty_collected,Shutdown_bounty_lost
Isma,JUNGLE,SK,MDK,Elyoya,3/9/2024,1,1,v14.5,Spring_Season_24,1,1,1,5,Red,0:36:47,Kalista,Jax,Nautilus,Vi,Xin_Zhao,Vi,Loss,10,4,2,1,14,2,6,4,1,185,162,0,5,10974,298,17.6,43,12,9,10,10,1.17,0.33,0.27,0.24,12.4,8667,7299,1028,340,236,10.3,0.16,60,0,0,0,0,0,92,7,213,0,0,2238,2238,21658,0,36798,0,17,819,40760,166,11,32,150,50
Nisqy,MID,SK,MDK,Fresskowy,3/9/2024,1,1,v14.5,Spring_Season_24,1,1,1,5,Red,0:36:47,Smolder,Kalista,Zeri,Varus,Ahri,Taliyah,Loss,10,4,2,1,17,4,6,4,1.3,269,2,0,7.3,13599,370,21.8,82,33,16,11,11,2.23,0.9,0.3,0.43,23.7,27447,1948,18643,6856,746,32.7,0.22,80,2,0,0,0,0,48,-12,191,0,0,323,323,6130,0,21482,0,19,74,25906,245,13,34,750,150
Exakick,ADCARRY,SK,MDK,Supa,3/9/2024,1,1,v14.5,Spring_Season_24,1,1,1,5,Red,0:36:47,Alistar,Gragas,Ahri,Braum,Zeri,Varus,Loss,10,4,2,1,17,3,5,4,1.4,334,34,0,9.1,14513,395,23.3,62,17,16,8,7,1.69,0.46,0.22,0.43,17.9,15934,10152,5608,174,433,19,0.19,70,0,1,0,0,0,-1920,-38,-1394,-1,0,752,752,1406,0,15765,0,8,225,19096,160,10,31,150,450
Doss,SUPPORT,SK,MDK,Alvaro,3/9/2024,1,1,v14.5,Spring_Season_24,1,1,1,5,Red,0:36:47,Renata_Glasc,Malphite,Jayce,Twisted_Fate,Nautilus,Braum,Loss,10,4,2,1,12,1,6,5,1,25,0,0,0.7,8091,220,13,114,61,11,18,17,3.1,1.66,0.49,0.3,32.9,5349,1502,3107,740,145,6.4,0.16,60,0,0,0,0,0,-761,2,817,1,0,0,0,2423,0,28458,1465,45,134,19403,159,20,36,0,0
Photon,TOP,VIT,BDS,Adam,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,1,Blue,0:34:31,Orianna,Kalista,Senna,Zeri,Rumble,Olaf,Win,16,9,4,2,17,6,0,7,Perfect_KDA,266,14,0,7.7,15237,441,22.5,52,21,8,8,8,1.51,0.61,0.23,0.23,16.2,24138,524,21788,1826,699,24.2,0.38,81.3,0,1,0,0,0,712,24,1112,1,0,5125,5125,2918,309,21106,0,15,372,13797,0,10,28,50,0
Daglas,JUNGLE,VIT,BDS,Sheo,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,1,Blue,0:34:31,Ashe,Smolder,Nautilus,Sejuani,Maokai,Sejuani,Win,16,9,4,2,15,1,2,12,6.5,172,144,0,5,10721,311,15.8,56,10,18,8,8,1.62,0.29,0.23,0.52,17.4,14501,1014,11023,2464,420,14.5,0.38,81.3,0,0,0,0,0,-740,-11,-17,0,0,2468,2468,18518,0,25869,65,58,542,28908,45,9,22,0,0
Vetheo,MID,VIT,BDS,nuc,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,1,Blue,0:34:31,Taliyah,Rell,Jayce,Rakan,Jayce,Ahri,Win,16,9,4,2,18,2,3,9,3.7,340,14,0,9.9,15288,443,22.5,57,14,20,6,5,1.65,0.41,0.17,0.58,17.8,18286,16335,1372,579,530,18.3,0.32,68.8,0,1,0,0,0,52,1,153,0,0,4702,4702,1518,0,12142,0,3,178,14116,100,7,25,50,150
Carzzy,ADCARRY,VIT,BDS,Ice,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,1,Blue,0:34:31,Renekton,Twisted_Fate,Maokai,Ahri,Senna,Zeri,Win,16,9,4,2,15,6,1,9,15,115,10,0,3.3,14234,412,21,111,46,30,5,4,3.22,1.33,0.14,0.87,34.6,31947,30715,0,1232,926,32,0.43,93.8,0,0,0,0,0,69,-104,-563,-1,0,8815,8815,14507,6578,8705,1535,35,374,13516,37,7,25,0,300
Hylissang,SUPPORT,VIT,BDS,Labrov,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,1,Blue,0:34:31,Darius,LeBlanc,Rumble,Olaf,Nautilus,Rakan,Win,16,9,4,2,16,1,0,11,Perfect_KDA,224,0,0,6.5,12343,358,18.2,45,19,8,10,8,1.3,0.55,0.29,0.23,14,10931,2037,7266,1628,317,11,0.35,75,0,0,0,0,0,1742,110,2440,3,0,3015,3015,1843,580,49345,0,58,1799,17669,0,13,27,0,0
Adam,TOP,BDS,VIT,Photon,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,1,Red,0:34:31,Kalista,Orianna,Zeri,Senna,Olaf,Rumble,Loss,6,2,1,0,15,0,3,5,1.7,236,4,0,6.8,11175,324,20.6,35,18,5,8,8,1.01,0.52,0.23,0.14,12,8060,5329,0,2731,234,17.3,0.14,83.3,0,0,0,0,0,-712,-24,-1112,-1,0,3468,3468,7095,0,28092,0,11,409,25319,72,13,34,0,0
Sheo,JUNGLE,BDS,VIT,Daglas,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,1,Red,0:34:31,Smolder,Ashe,Sejuani,Nautilus,Sejuani,Maokai,Loss,6,2,1,0,13,1,2,5,3,163,126,0,4.7,9402,272,17.3,31,9,6,8,7,0.9,0.26,0.23,0.17,10.7,6009,3022,2779,208,174,12.9,0.17,100,0,0,0,0,0,740,11,17,0,0,0,0,12043,462,36467,0,20,265,30093,85,9,27,0,0
nuc,MID,BDS,VIT,Vetheo,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,1,Red,0:34:31,Rell,Taliyah,Rakan,Jayce,Ahri,Jayce,Loss,6,2,1,0,16,2,5,4,1.2,296,2,0,8.6,12591,365,23.2,37,17,6,9,8,1.07,0.49,0.26,0.17,12.7,15519,1368,10778,3373,450,33.3,0.17,100,0,0,0,0,0,-52,-1,-153,0,0,3292,3292,5162,0,9795,0,15,84,23814,149,15,33,300,50
Ice,ADCARRY,BDS,VIT,Carzzy,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,1,Red,0:34:31,Twisted_Fate,Renekton,Ahri,Maokai,Zeri,Senna,Loss,6,2,1,0,16,3,3,1,1.3,355,39,0,10.3,13930,404,25.6,40,13,12,5,4,1.16,0.38,0.14,0.35,13.7,13245,8853,3887,505,384,28.4,0.12,66.7,0,1,0,0,0,-69,104,563,1,0,0,0,5833,0,16088,0,8,272,22956,55,6,23,150,50
Labrov,SUPPORT,BDS,VIT,Hylissang,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,1,Red,0:34:31,LeBlanc,Darius,Olaf,Rumble,Rakan,Nautilus,Loss,6,2,1,0,11,0,4,3,0.8,30,0,0,0.9,7277,211,13.4,148,93,18,12,11,4.29,2.69,0.35,0.52,50.9,3782,294,2772,716,110,8.1,0.09,50,0,0,0,0,0,-1742,-110,-2440,-3,0,0,0,10123,5386,14887,1115,8,39,19576,101,14,30,0,0
Wunder,TOP,TH,RGE,Finn,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,2,Blue,0:32:29,Hwei,Orianna,Taliyah,Ziggs,KSante,Renekton,Win,17,11,2,1,17,4,1,8,12,271,4,0,8.3,13297,409,20.5,42,14,4,2,2,1.29,0.43,0.06,0.12,12.2,16505,12245,3193,1067,508,23,0.37,70.6,1,0,0,0,0,895,2,1017,1,0,2426,2426,2897,0,49588,1458,28,1721,24195,35,3,22,50,150
Jankos,JUNGLE,TH,RGE,Markoon,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,2,Blue,0:32:29,Volibear,Smolder,Zeri,Nautilus,Vi,Sejuani,Win,17,11,2,1,15,4,1,8,12,186,169,0,5.7,12020,370,18.5,44,7,5,5,4,1.35,0.22,0.15,0.15,12.8,8036,7512,0,524,247,11.2,0.37,70.6,0,0,0,0,0,1226,-1,285,0,0,4259,4259,13526,0,42079,0,19,260,26591,40,6,22,0,400
Zwyroo,MID,TH,RGE,Larssen,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,2,Blue,0:32:29,Senna,Kalista,Vi,Tristana,Taliyah,Tristana,Win,17,11,2,1,17,1,1,10,11,308,12,0,9.5,13632,420,21,49,18,11,6,6,1.51,0.55,0.18,0.34,14.3,15051,228,14403,420,463,21,0.34,64.7,0,0,0,0,0,-687,13,392,1,0,5086,5086,2322,952,4557,0,26,499,10864,32,8,23,0,50
Flakked,ADCARRY,TH,RGE,Comp,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,2,Blue,0:32:29,Maokai,Gragas,KSante,Sejuani,Zeri,Ziggs,Win,17,11,2,1,17,7,0,6,Perfect_KDA,353,40,0,10.9,16916,521,26,91,16,23,7,6,2.8,0.49,0.22,0.71,26.5,26569,16777,7980,1812,818,37.1,0.4,76.5,0,1,0,0,0,614,5,-126,0,0,11543,11543,2198,0,12603,0,9,210,6554,0,9,29,0,0
Trymbi,SUPPORT,TH,RGE,Zoelys,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,2,Blue,0:32:29,Gnar,Rakan,Rell,Renekton,Rell,Nautilus,Win,17,11,2,1,12,1,3,13,4.7,24,0,0,0.7,9120,281,14,117,46,14,10,7,3.6,1.42,0.31,0.43,34.1,5512,639,3670,1203,170,7.7,0.43,82.4,0,0,0,0,0,8,-3,-578,0,0,387,387,4508,479,29491,0,34,77,21749,55,12,32,0,0
Finn,TOP,RGE,TH,Wunder,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,2,Red,0:32:29,Orianna,Hwei,Ziggs,Taliyah,Renekton,KSante,Loss,6,2,2,0,16,0,3,2,0.7,274,4,0,8.4,10932,337,20.7,42,15,10,4,4,1.29,0.46,0.12,0.31,18.8,7282,6453,820,9,224,10.8,0.06,33.3,0,0,0,0,0,-895,-2,-1017,-1,0,3631,3631,7948,0,23157,0,14,75,27695,52,5,24,0,0
Markoon,JUNGLE,RGE,TH,Jankos,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,2,Red,0:32:29,Smolder,Volibear,Nautilus,Zeri,Sejuani,Vi,Loss,6,2,2,0,13,0,3,6,2,138,123,0,4.2,8331,256,15.8,39,9,9,8,8,1.2,0.28,0.25,0.28,17.5,7974,3614,4128,232,245,11.9,0.18,100,0,0,0,0,0,-1226,1,-285,0,0,0,0,12052,579,41574,0,27,343,26225,59,9,22,0,0
Larssen,MID,RGE,TH,Zwyroo,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,2,Red,0:32:29,Kalista,Senna,Tristana,Vi,Tristana,Taliyah,Loss,6,2,2,0,16,3,3,2,1.7,272,16,0,8.4,12222,376,23.1,24,12,6,3,2,0.74,0.37,0.09,0.18,10.8,13936,13117,720,99,429,20.7,0.15,83.3,0,1,0,0,0,687,-13,-392,-1,0,2461,2461,2330,0,11666,0,0,64,17997,108,5,21,50,50
Comp,ADCARRY,RGE,TH,Flakked,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,2,Red,0:32:29,Gragas,Maokai,Sejuani,KSante,Ziggs,Zeri,Loss,6,2,2,0,17,2,2,3,2.5,333,4,0,10.3,14045,432,26.6,29,12,5,4,4,0.89,0.37,0.12,0.15,13,32662,377,30718,1567,1006,48.6,0.15,83.3,0,0,0,0,0,-614,-5,126,0,0,1600,1600,34,0,2628,0,23,361,5376,42,7,22,400,0
Zoelys,SUPPORT,RGE,TH,Trymbi,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,2,Red,0:32:29,Rakan,Gnar,Renekton,Rell,Nautilus,Rell,Loss,6,2,2,0,11,1,6,4,0.8,24,0,0,0.7,7331,226,13.9,89,49,7,8,7,2.74,1.51,0.25,0.22,39.9,5366,1315,3609,442,165,8,0.15,83.3,0,0,0,0,0,-8,3,578,0,0,0,0,1641,217,24737,68,50,149,18353,86,10,27,150,0
Oscarinin,TOP,FNC,KC,Cabochard,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,3,Blue,0:32:29,Volibear,Varus,Orianna,Zeri,Aatrox,Renekton,Win,22,8,3,1,17,5,3,11,5.3,270,12,0,8.3,14318,441,21.3,34,9,9,3,3,1.05,0.28,0.09,0.28,11.6,22322,18240,3662,420,687,25.1,0.49,72.7,0,1,0,0,0,-896,-25,-1071,-1,0,4998,4998,15052,0,26541,0,20,226,34760,107,4,24,0,200
Razork,JUNGLE,FNC,KC,Bo,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,3,Blue,0:32:29,Senna,Kalista,Kaisa,Sejuani,Rell,Sejuani,Win,22,8,3,1,15,2,2,18,10,190,168,0,5.8,11151,343,16.6,59,7,18,4,4,1.82,0.22,0.12,0.55,20.1,8508,1400,6513,595,262,9.6,0.62,90.9,0,0,0,0,0,449,14,576,0,0,972,972,11695,0,61086,0,38,373,25889,87,5,18,0,150
Humanoid,MID,FNC,KC,Saken,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,3,Blue,0:32:29,Vi,Smolder,Nautilus,Braum,Orianna,Aurelion_Sol,Win,22,8,3,1,18,2,3,17,6.3,323,24,0,9.9,15383,474,22.9,43,13,14,4,3,1.32,0.4,0.12,0.43,14.6,30686,1060,29052,574,945,34.5,0.58,86.4,0,0,0,0,0,819,37,1028,1,0,7974,7974,1755,219,13963,1864,35,423,15221,67,7,25,0,300
Noah,ADCARRY,FNC,KC,Upset,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,3,Blue,0:32:29,Hwei,Ksante,Rell,Aurelion_Sol,Kaisa,Zeri,Win,22,8,3,1,17,10,1,6,16,352,35,0,10.8,17131,527,25.5,46,16,12,7,7,1.42,0.49,0.22,0.37,15.6,19401,9918,8716,767,597,21.8,0.49,72.7,0,2,1,0,0,707,1,740,1,0,4413,4413,6535,0,11028,0,3,90,15793,49,8,29,300,700
Jun,SUPPORT,FNC,KC,Targamas,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,3,Blue,0:32:29,Taliyah,Xin_Zhao,Aatrox,Renekton,Nautilus,Braum,Win,22,8,3,1,13,3,3,17,6.7,31,0,0,1,9271,285,13.8,112,59,15,21,19,3.45,1.82,0.65,0.46,38.1,8028,1886,4855,1287,247,9,0.62,90.9,0,0,0,0,0,970,0,-82,0,0,0,0,2069,1139,23622,1312,51,253,13141,65,23,39,0,150
Cabochard,TOP,KC,FNC,Oscarinin,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,3,Red,0:32:29,Varus,Volibear,Zeri,Orianna,Renekton,Aatrox,Loss,11,4,1,1,16,2,3,4,2,253,4,0,7.8,12944,398,22.1,39,17,8,10,8,1.2,0.52,0.31,0.25,14.5,13920,10566,3292,62,429,18.7,0.18,54.4,0,0,0,0,0,896,25,1071,1,0,1632,1632,9314,0,27675,0,17,62,29521,76,13,32,350,50
Bo,JUNGLE,KC,FNC,Razork,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,3,Red,0:32:29,Kalista,Senna,Sejuani,Kaisa,Sejuani,Rell,Loss,11,4,1,1,14,1,6,9,1.7,159,138,0,4.9,9685,298,16.6,39,11,9,14,9,1.2,0.34,0.43,0.28,14.5,10223,5495,4145,583,315,13.7,0.31,90.9,0,0,0,0,0,-449,-14,-576,0,0,2717,2717,13776,832,45078,0,27,317,34961,158,15,35,0,0
Saken,MID,KC,FNC,Humanoid,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,3,Red,0:32:29,Smolder,Vi,Braum,Nautilus,Aurelion_Sol,Orianna,Loss,11,4,1,1,16,3,4,6,2.3,268,8,0,8.3,12797,394,21.9,33,16,4,5,5,1.02,0.49,0.15,0.12,12.3,24192,172,22740,1280,745,32.4,0.28,81.8,0,0,0,0,0,-819,-37,-1028,-1,0,797,797,1432,0,10293,0,37,786,20103,111,8,27,300,0
Upset,ADCARRY,KC,FNC,Noah,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,3,Red,0:32:29,Ksante,Hwei,Aurelion_Sol,Rell,Zeri,Kaisa,Loss,11,4,1,1,16,5,2,3,4,319,45,0,9.8,15290,471,26.1,40,16,8,5,5,1.23,0.49,0.15,0.25,14.9,21772,14725,6074,973,670,29.2,0.25,72.7,0,0,1,0,0,-707,-1,-740,-1,0,5151,5151,3338,0,11133,0,9,218,11739,90,6,26,850,250
Targamas,SUPPORT,KC,FNC,Jun,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,3,Red,0:32:29,Xin_Zhao,Taliyah,Renekton,Aatrox,Braum,Nautilus,Loss,11,4,1,1,12,0,7,9,1.3,30,0,0,0.9,7792,240,13.3,118,66,14,17,15,3.63,2.03,0.52,0.43,43.9,4515,581,2822,1112,139,6.1,0.28,81.8,0,0,0,0,0,-970,0,82,0,0,0,0,932,320,19589,1804,29,127,19008,151,19,35,0,0
Odoamne,TOP,GX,SK,Irrelevant,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,4,Blue,0:35:37,Senna,Xin_Zhao,Ashe,Varus,Gragas,Renekton,Loss,5,4,2,0,17,0,5,2,0.4,274,4,0,7.7,12442,349,21.1,27,14,3,5,3,0.76,0.39,0.14,0.08,8.3,20237,1081,18817,339,568,25.8,0.06,40,0,0,0,0,0,-635,-4,-89,0,0,3271,3271,10794,0,33112,0,37,504,35225,257,7,23,0,100
Peach,JUNGLE,GX,SK,Isma,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,4,Blue,0:35:37,Vi,Volibear,Kalista,Rell,Sejuani,Rell,Loss,5,4,2,0,15,1,5,3,0.8,200,172,0,5.6,10548,296,17.9,80,13,24,10,8,2.25,0.36,0.28,0.67,24.6,10318,5481,3909,928,290,13.2,0.11,80,0,0,0,0,0,-508,-3,-539,-1,0,0,0,16978,762,47777,0,20,408,39794,103,11,27,0,0
Jackies,MID,GX,SK,Nisqy,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,4,Blue,0:35:37,Taliyah,Blitzcrank,Gragas,Nautilus,Jayce,Orianna,Loss,5,4,2,0,17,2,3,2,1.3,317,20,0,8.9,14012,393,23.8,43,14,14,3,3,1.21,0.39,0.08,0.39,13.2,23496,20752,2173,571,660,30,0.11,80,1,0,0,0,0,-610,-13,-117,0,0,4743,4743,2020,0,19241,0,11,228,21084,98,6,28,200,300
Patrik,ADCARRY,GX,SK,Exakick,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,4,Blue,0:35:37,Rumble,Yone,Sejuani,Renekton,Kalista,Varus,Loss,5,4,2,0,15,2,5,1,0.6,331,23,0,9.3,13990,393,23.7,38,12,12,3,3,1.07,0.34,0.08,0.34,11.7,9984,7898,1870,216,280,12.8,0.08,60,0,0,0,0,0,652,18,311,1,0,3413,3413,7174,811,10635,0,10,352,19330,127,4,22,0,150
IgNar,SUPPORT,GX,SK,Doss,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,4,Blue,0:35:37,Aatrox,Lee_Sin,Jayce,Orianna,Ashe,Nautilus,Loss,5,4,2,0,12,0,3,3,1,47,0,0,1.3,7973,224,13.5,137,82,22,16,15,3.85,2.3,0.45,0.62,42.2,14262,12476,727,1059,400,18.2,0.08,60,0,0,0,0,0,121,-1,309,0,0,1867,1867,2430,0,5262,0,49,561,13484,64,18,33,0,0
Irrelevant,TOP,SK,GX,Odoamne,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,4,Red,0:35:37,Xin_Zhao,Senna,Varus,Ashe,Renekton,Gragas,Win,21,10,3,2,18,4,0,10,Perfect_KDA,342,9,0,9.6,16741,470,23.3,60,12,24,7,5,1.68,0.34,0.2,0.67,16.7,25450,20163,4547,740,715,26.6,0.39,66.7,0,1,0,0,0,635,4,89,0,0,5222,5222,20664,0,45332,0,22,101,45278,0,9,29,350,0
Isma,JUNGLE,SK,GX,Peach,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,4,Red,0:35:37,Volibear,Vi,Rell,Kalista,Rell,Sejuani,Win,21,10,3,2,16,3,2,14,8.5,194,169,0,5.4,11786,331,16.4,59,12,16,12,10,1.66,0.34,0.34,0.45,16.4,10400,956,8864,580,292,10.9,0.48,81,0,0,0,0,0,508,3,539,1,0,895,895,12437,0,64403,0,37,309,26994,74,14,29,0,0
Nisqy,MID,SK,GX,Jackies,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,4,Red,0:35:37,Blitzcrank,Taliyah,Nautilus,Gragas,Orianna,Jayce,Win,21,10,3,2,18,3,2,11,7,317,24,0,8.9,15166,426,21.1,58,22,14,12,10,1.63,0.62,0.34,0.39,16.1,25239,1108,23730,401,709,26.4,0.39,66.7,0,0,0,0,0,610,13,117,0,0,3869,3869,6151,1739,17815,2680,26,459,16140,83,14,33,0,200
Exakick,ADCARRY,SK,GX,Patrik,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,4,Red,0:35:37,Yone,Rumble,Renekton,Sejuani,Varus,Kalista,Win,21,10,3,2,18,11,0,6,Perfect_KDA,329,0,0,9.2,18832,529,26.2,67,34,17,4,4,1.88,0.95,0.11,0.48,18.6,26383,21977,3764,642,741,27.6,0.48,81,0,1,0,0,0,-652,-18,-311,-1,0,9359,9359,3872,0,4697,0,24,354,9859,0,7,28,200,0
Doss,SUPPORT,SK,GX,IgNar,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,4,Red,0:35:37,Lee_Sin,Aatrox,Orianna,Jayce,Nautilus,Ashe,Win,21,10,3,2,13,0,1,17,17,33,0,0,0.9,9221,259,12.9,116,64,13,17,17,3.26,1.8,0.48,0.36,32.2,8290,2062,5140,1088,233,8.7,0.48,81,0,0,0,0,0,-121,1,-309,0,0,275,275,1940,0,32225,0,50,539,11863,16,20,40,0,0
Myrwn,TOP,MDK,G2,Brokenblade,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,5,Blue,0:28:08,Kalista,Vi,Smolder,KogMaw,KSante,Jayce,Loss,5,1,1,0,15,2,3,0,0.7,223,0,0,7.9,9861,351,22.3,32,11,5,2,2,1.14,0.39,0.07,0.18,13.3,9257,7832,944,481,329,23.5,0.07,40,0,0,0,0,0,60,-23,-309,0,0,2341,2341,1592,0,24549,10,23,1688,19368,124,3,26,50,0
Elyoya,JUNGLE,MDK,G2,Yike,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,5,Blue,0:28:08,Draven,Varus,Ivern,Rell,Ivern,Rell,Loss,5,1,1,0,13,0,1,3,3,159,136,0,5.7,8225,292,18.6,59,9,19,8,7,2.1,0.32,0.28,0.68,24.5,4135,1116,2666,353,147,10.5,0.11,60,0,0,0,0,0,-682,-8,-953,-1,0,191,191,6486,1576,5765,5427,34,206,9830,16,8,21,0,0
Fresskowy,MID,MDK,G2,Caps,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,5,Blue,0:28:08,Lucian,Xin_Zhao,Orianna,Milio,Orianna,Neeko,Loss,5,1,1,0,14,0,3,1,0.3,237,8,0,8.4,8894,316,20.1,32,13,4,6,5,1.14,0.46,0.21,0.14,13.3,10416,953,9408,55,370,26.5,0.04,20,0,0,0,0,0,-1360,-8,-428,-1,0,82,82,87,0,10619,212,15,273,12232,50,8,25,0,0
Supa,ADCARRY,MDK,G2,Hans_Sama,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,5,Blue,0:28:08,Volibear,Nautilus,KSante,Neeko,Smolder,KogMaw,Loss,5,1,1,0,14,2,4,0,0.5,263,9,0,9.3,10895,387,24.6,20,6,7,0,0,0.71,0.21,0,0.25,8.3,12738,9382,2480,876,453,32.4,0.07,40,1,0,0,0,0,-1523,-13,-898,-1,0,1148,1148,4358,0,7692,0,7,268,16022,97,1,20,650,50
Alvaro,SUPPORT,MDK,G2,Mikyx,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,5,Blue,0:28:08,Twisted_Fate,Blitzcrank,Alistar,Jayce,Alistar,Milio,Loss,5,1,1,0,10,1,3,2,1,30,0,0,1.1,6414,228,14.5,98,53,12,14,14,3.48,1.88,0.5,0.43,40.7,2817,478,1797,542,100,7.2,0.11,60,0,0,0,0,0,-899,5,-349,-1,0,0,0,2914,1450,11448,0,18,55,12196,51,16,30,100,0
Brokenblade,TOP,G2,MDK,Myrwn,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,5,Red,0:28:08,Vi,Kalista,KogMaw,Smolder,Jayce,KSante,Win,14,7,3,0,16,2,2,4,3,270,16,0,9.6,10969,390,20.8,34,14,8,5,5,1.21,0.5,0.18,0.28,15.4,16981,14685,1998,298,604,28.1,0.21,42.9,0,0,0,0,0,-60,23,309,0,0,4925,4925,1636,0,7803,0,8,149,10144,66,6,25,0,150
Yike,JUNGLE,G2,MDK,Elyoya,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,5,Red,0:28:08,Varus,Draven,Rell,Ivern,Rell,Ivern,Win,14,7,3,0,13,1,1,11,12,148,134,0,5.3,9194,327,17.4,32,11,6,9,9,1.14,0.39,0.32,0.21,14.5,5100,790,3977,333,181,8.4,0.43,85.7,0,0,0,0,0,682,8,953,1,0,2800,2800,10980,865,33650,0,28,350,20841,39,10,23,0,0
Caps,MID,G2,MDK,Fresskowy,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,5,Red,0:28:08,Xin_Zhao,Lucian,Milio,Orianna,Neeko,Orianna,Win,14,7,3,0,16,4,0,3,Perfect_KDA,263,4,0,9.3,12366,440,23.4,21,3,5,2,1,0.75,0.11,0.07,0.18,9.5,12779,1239,11304,236,454,21.2,0.25,50,1,0,0,0,0,1360,8,428,1,0,6060,6060,2958,0,8031,0,20,232,13840,0,4,18,50,0
Hans_Sama,ADCARRY,G2,MDK,Supa,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,5,Red,0:28:08,Nautilus,Volibear,Neeko,KSante,KogMaw,Smolder,Win,14,7,3,0,14,7,1,3,10,265,4,0,9.4,12977,461,24.6,26,9,7,3,3,0.92,0.32,0.11,0.25,11.8,22298,8992,12071,1235,793,36.9,0.36,71.4,0,1,0,0,0,1523,13,898,1,0,4877,4877,3206,0,8924,0,13,529,11321,39,3,20,0,650
Mikyx,SUPPORT,G2,MDK,Alvaro,3/10/2024,1,2,v14.5,Spring_Season_24,1,1,1,5,Red,0:28:08,Blitzcrank,Twisted_Fate,Jayce,Alistar,Milio,Alistar,Win,14,7,3,0,11,0,1,11,11,24,0,0,0.9,7277,259,13.8,108,56,15,12,12,3.84,1.99,0.43,0.53,48.9,3220,1010,2170,40,114,5.3,0.39,78.6,0,0,0,0,0,899,-5,349,1,0,996,996,6379,4291,4124,3846,10,70,6741,27,14,28,0,0
